WeekOfMonth,DayOfWeek,Manufacture_company,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year
1,5,3,0,2,8,3,0,0,49,0,2,0,1,0,15,400,4,0,0,0,0,0,0,0,1,0,0,1994
1,4,3,1,5,8,1,0,0,51,0,0,0,1,0,10,400,2,0,0,0,1,0,0,0,2,0,0,1994
4,6,2,0,4,8,2,0,0,39,0,0,0,1,0,10,400,1,0,0,0,1,0,0,0,0,0,0,1994
4,4,2,0,2,7,1,0,0,32,0,0,0,1,0,11,400,1,0,0,0,0,0,0,0,1,3,1,1994
3,5,3,0,5,2,3,0,0,38,1,0,0,1,0,14,400,1,0,0,2,0,0,0,0,0,0,0,1994
4,2,2,0,2,11,4,1,1,26,0,1,1,1,0,7,400,2,0,0,3,2,0,0,0,0,0,0,1994
3,2,1,0,2,11,4,0,0,31,0,0,0,2,0,14,400,4,0,0,2,0,0,0,0,1,0,0,1994
2,3,0,0,3,11,2,0,0,63,0,1,1,2,0,7,400,3,0,0,3,0,0,0,0,0,0,0,1994
1,4,0,0,2,9,2,1,0,36,0,0,0,2,0,5,400,1,0,0,2,1,0,0,0,1,0,0,1994
4,4,0,0,5,8,1,0,0,35,0,0,0,1,0,9,400,1,0,0,2,2,0,0,0,2,0,0,1994
1,2,0,0,3,5,1,0,0,37,1,2,0,1,0,6,400,3,0,0,2,0,0,0,0,2,0,0,1994
1,3,0,0,1,5,2,1,0,40,0,2,0,0,0,5,400,4,0,0,1,0,0,0,0,3,0,0,1994
5,7,1,0,4,5,1,0,0,47,0,1,1,2,0,11,400,4,0,0,0,1,1,0,0,0,0,0,1994
4,5,1,0,3,7,1,0,1,49,1,0,0,2,0,15,400,2,0,0,0,0,0,0,0,1,0,0,1994
3,7,0,0,5,4,4,0,0,63,0,1,1,1,0,9,400,2,0,0,0,1,0,0,0,3,0,0,1994
1,5,2,0,4,11,3,0,0,51,0,2,0,2,0,16,500,3,0,0,1,1,0,0,0,0,2,0,1994
5,7,2,0,3,11,1,0,0,32,0,1,1,1,0,8,400,4,0,0,2,0,0,0,0,3,0,0,1994
4,3,1,0,6,11,1,0,0,45,0,1,1,1,0,16,400,1,0,0,2,0,0,0,0,0,0,0,1994
2,1,0,0,1,10,2,0,1,30,0,1,1,2,0,14,400,2,0,0,3,2,0,0,0,3,0,0,1994
2,7,1,0,3,9,3,0,1,22,0,2,0,1,0,3,400,4,0,0,0,5,0,0,0,2,0,0,1994
2,1,3,0,2,9,2,0,0,53,0,3,1,5,0,14,400,1,0,0,0,1,0,0,0,1,0,0,1994
2,5,4,1,4,8,4,0,0,28,1,4,2,5,0,1,400,3,0,0,3,0,0,0,0,3,0,0,1994
2,2,2,0,3,8,2,0,0,33,0,3,1,5,0,3,400,4,0,0,1,0,0,0,0,0,0,0,1994
2,5,2,0,5,7,4,0,1,28,0,0,0,1,0,14,400,4,0,0,1,4,0,0,0,0,0,0,1994
2,4,1,1,5,6,2,1,0,40,0,1,1,1,0,1,400,1,0,0,0,2,0,0,0,0,1,1,1994
2,4,1,0,3,6,4,0,0,49,1,0,0,2,0,11,400,2,0,0,0,1,0,0,0,0,0,0,1994
4,1,0,0,1,5,4,0,1,20,0,0,0,0,0,8,400,2,0,0,2,5,0,0,0,0,0,0,1994
2,5,3,0,7,5,3,0,0,46,0,0,0,1,0,4,400,4,0,0,1,1,0,0,0,0,0,0,1994
2,1,3,0,2,5,3,1,0,36,0,0,0,1,0,6,400,3,0,0,3,0,0,0,0,1,0,0,1994
2,1,6,0,2,7,3,0,0,43,0,1,1,2,0,12,400,3,0,0,3,1,0,0,0,1,0,0,1994
5,6,0,0,1,5,2,0,1,24,0,2,0,1,0,2,400,3,0,0,2,3,0,0,0,0,0,0,1994
4,2,1,0,7,5,1,0,0,32,1,2,0,1,0,10,400,2,0,0,0,2,0,0,0,0,0,0,1994
3,6,1,1,5,4,1,0,0,65,0,0,0,1,1,9,400,3,0,0,2,1,0,0,0,1,0,2,1994
3,6,2,0,1,12,3,0,0,60,0,0,0,1,0,14,700,1,0,0,2,1,0,0,0,2,0,0,1994
3,6,0,0,1,3,3,0,1,33,0,0,0,2,1,12,400,2,0,0,2,2,0,0,0,0,0,0,1994
1,4,1,0,1,3,3,0,0,27,0,1,1,2,0,14,400,3,0,0,1,0,0,0,0,0,0,0,1994
4,1,1,0,3,3,4,0,0,28,1,2,0,1,0,5,400,4,0,0,3,2,0,0,0,1,0,0,1994
4,4,1,0,2,1,5,0,1,18,0,1,1,1,0,5,400,3,0,0,0,5,0,0,0,1,0,0,1994
5,5,7,0,1,1,1,0,1,34,0,0,0,5,0,6,400,2,0,0,0,3,0,0,0,3,0,0,1994
4,5,3,0,3,9,4,0,0,63,0,0,0,1,0,15,400,4,0,0,2,1,0,0,0,3,0,0,1994
3,5,0,0,5,12,4,0,1,48,1,4,2,5,0,14,400,3,0,0,3,0,0,0,0,2,0,0,1994
3,6,3,0,1,12,3,1,1,32,1,2,0,2,0,2,400,3,0,0,1,3,0,0,0,1,0,0,1994
3,1,0,0,2,12,3,1,1,55,0,1,1,1,0,8,400,1,0,0,1,0,0,0,0,3,0,0,1994
4,5,2,0,4,12,5,1,1,41,1,1,1,1,0,14,400,3,0,0,0,0,0,0,0,0,0,0,1994
4,4,2,0,5,12,4,0,0,56,1,2,0,1,0,1,400,4,0,0,2,0,0,0,0,1,0,0,1994
4,6,2,0,2,12,4,0,0,37,0,0,0,2,0,16,400,1,0,0,2,0,0,0,0,0,1,1,1994
3,2,0,0,4,12,4,0,0,66,0,0,0,1,0,8,400,4,0,0,1,1,0,0,0,1,0,0,1994
4,5,1,0,1,9,4,1,1,31,1,0,0,1,0,1,400,4,0,0,2,2,0,0,0,2,0,0,1994
4,3,3,0,1,3,5,1,1,31,0,1,1,1,0,9,400,3,0,0,0,2,0,0,0,0,0,0,1994
3,1,2,0,5,5,2,1,1,34,0,2,0,1,0,4,400,1,0,0,1,2,0,0,0,0,0,0,1994
2,1,0,0,1,1,2,1,1,61,0,0,0,1,0,3,400,3,0,0,2,0,0,0,0,1,0,0,1994
1,4,2,0,4,1,1,0,0,42,0,1,1,2,0,10,400,4,0,0,3,1,0,0,0,0,0,0,1994
1,4,3,0,2,1,2,0,0,36,0,4,2,5,0,11,400,2,0,0,0,2,0,0,0,0,0,0,1994
1,4,4,0,3,1,2,0,1,33,0,0,0,1,0,5,400,1,0,0,1,2,0,0,0,2,0,0,1994
5,1,3,0,5,4,1,0,0,46,0,1,1,2,0,11,400,3,0,0,0,1,0,0,0,3,0,0,1994
3,4,0,0,5,3,3,0,0,33,1,0,0,2,0,6,400,4,0,0,0,2,0,0,0,3,0,0,1994
3,6,0,0,3,3,1,1,1,32,0,1,1,1,1,16,400,3,0,0,2,3,0,0,0,0,0,0,1994
1,2,4,0,2,5,1,0,0,42,0,1,1,3,0,1,400,2,0,0,3,0,0,0,0,2,0,0,1994
3,6,4,0,1,2,4,0,1,31,1,2,0,5,0,3,400,4,0,0,2,2,0,0,0,2,0,0,1994
3,7,2,0,2,5,3,0,1,26,1,0,0,1,0,8,400,4,0,0,2,2,0,0,0,0,0,0,1994
3,4,1,0,3,6,4,0,0,33,1,2,0,1,0,5,400,4,0,0,1,0,0,0,0,1,0,0,1994
3,7,0,1,3,3,1,0,0,54,0,2,0,0,1,4,400,4,0,0,0,1,0,0,0,0,0,0,1994
2,6,0,1,1,7,2,0,0,63,0,2,0,0,0,2,400,1,0,0,2,1,1,0,0,0,0,0,1994
3,7,1,0,3,3,1,0,0,30,0,2,0,1,1,9,700,3,0,0,2,0,0,0,0,0,0,0,1994
5,5,3,0,1,10,1,0,0,27,0,1,1,2,0,10,400,4,0,0,1,0,0,0,0,0,0,0,1994
3,7,1,0,5,3,3,0,1,31,0,2,0,1,1,10,500,2,0,0,1,2,0,0,0,0,2,1,1994
3,1,6,1,2,10,3,0,0,47,1,2,0,3,0,14,400,1,0,0,1,1,0,1,0,1,0,0,1994
2,2,2,0,3,11,2,0,0,35,0,1,1,2,0,9,400,1,0,0,0,2,0,0,0,0,0,0,1994
2,1,2,0,3,11,2,0,1,16,1,3,1,5,0,15,400,2,0,0,2,6,0,1,0,0,0,0,1994
3,6,0,0,1,7,3,0,0,38,0,0,0,1,0,16,400,2,0,0,2,2,0,0,0,0,0,0,1994
4,4,0,0,4,7,4,0,0,33,1,1,1,1,0,5,400,2,0,0,2,3,0,0,0,0,0,0,1994
4,6,4,0,2,10,5,0,0,43,1,2,0,1,0,8,400,3,0,0,0,1,0,0,0,0,0,0,1994
5,4,2,0,4,12,5,1,0,39,0,1,1,1,0,5,400,4,0,0,2,0,0,0,0,0,0,2,1994
3,7,4,1,2,10,2,0,0,50,0,2,0,5,1,16,400,4,0,0,0,1,0,0,0,1,0,0,1994
1,7,2,0,3,1,1,1,0,34,0,0,0,1,0,10,400,1,0,0,0,2,0,0,0,0,0,0,1994
1,2,5,0,4,7,2,0,0,60,0,4,2,5,0,10,400,3,0,0,3,1,0,0,0,0,0,0,1994
1,5,0,0,5,9,4,1,0,58,0,1,1,1,0,15,400,2,0,0,1,1,0,0,0,2,0,0,1994
5,2,5,0,5,11,3,0,0,43,0,0,0,1,0,5,400,4,0,0,0,0,0,0,0,3,0,0,1994
4,6,9,1,1,7,4,0,0,38,0,0,0,2,0,9,400,3,0,0,0,0,0,0,0,1,0,0,1994
4,4,3,0,4,7,4,0,1,28,0,1,1,2,0,8,400,3,0,0,0,0,0,0,0,3,0,0,1994
3,1,4,0,3,8,3,0,2,34,0,2,0,5,0,4,400,1,0,0,0,0,0,0,0,0,0,0,1994
1,4,4,1,1,10,3,1,0,47,0,0,0,1,0,14,400,2,0,0,2,2,0,0,0,0,0,0,1994
1,3,4,0,1,10,2,0,1,33,0,1,1,5,0,5,400,2,0,0,2,2,0,0,0,1,0,0,1994
4,3,0,0,1,1,2,0,1,31,1,0,0,1,0,10,400,1,0,0,0,0,1,0,0,3,0,0,1994
2,1,15,0,3,12,3,0,0,63,0,4,2,3,0,8,400,2,0,0,3,1,0,0,0,2,0,0,1994
4,3,4,0,4,5,2,0,1,33,1,0,0,1,0,14,400,2,0,0,0,2,0,0,0,1,0,0,1994
2,3,1,1,4,6,2,0,0,39,0,2,0,5,0,8,400,3,0,0,1,1,0,0,0,3,1,1,1994
4,5,2,0,2,9,3,0,1,25,0,0,0,1,0,11,400,4,0,0,0,3,0,0,0,3,0,0,1994
4,1,1,0,3,2,4,0,0,66,1,2,0,1,0,7,400,2,0,0,2,1,0,0,0,0,0,0,1994
3,6,2,0,2,9,3,1,1,33,0,1,1,2,0,14,400,3,0,0,3,3,0,0,0,3,0,0,1994
4,5,4,0,1,6,2,0,1,48,0,4,2,5,0,1,400,1,1,0,0,0,0,0,0,0,0,0,1994
3,2,2,0,2,10,3,0,0,54,1,3,1,5,0,4,400,2,0,0,2,0,0,0,0,3,0,0,1994
4,4,1,0,5,2,4,0,1,29,1,0,0,1,0,7,400,3,0,0,2,0,0,0,0,0,0,0,1994
1,4,1,0,4,2,1,0,0,55,0,2,0,1,0,2,700,4,0,0,0,0,0,0,0,2,0,0,1994
5,2,2,0,4,9,1,1,0,42,0,0,0,1,0,7,400,3,0,0,1,0,0,0,0,2,0,0,1994
1,1,3,0,1,12,1,0,0,28,0,1,1,1,0,11,400,4,0,0,0,0,0,0,0,0,0,0,1994
1,4,2,0,2,12,4,0,0,32,0,2,0,0,0,14,400,1,0,0,0,3,0,0,0,2,0,0,1994
3,7,1,0,3,12,5,0,1,26,0,2,0,1,0,8,400,1,0,0,1,2,0,0,0,0,0,0,1994
4,3,3,0,4,9,5,1,0,26,0,1,1,1,0,14,400,2,0,0,0,0,0,0,0,1,0,0,1994
3,4,0,0,4,12,5,0,0,49,0,2,0,1,0,6,400,2,0,0,1,1,0,0,0,1,0,0,1994
2,3,4,0,5,12,5,0,0,62,0,4,2,5,0,9,400,2,0,0,2,1,0,0,0,3,0,0,1994
1,2,0,0,2,12,4,0,0,55,1,2,0,0,0,10,400,3,0,0,2,1,0,0,0,2,0,0,1994
3,6,1,0,2,11,3,0,0,38,0,2,0,1,0,9,400,1,0,0,2,0,0,0,0,3,0,0,1994
3,1,0,0,1,9,3,0,0,61,0,0,0,1,0,1,400,4,0,0,1,1,0,0,0,0,0,0,1994
2,5,3,0,2,9,3,0,0,47,0,0,0,1,0,2,400,4,0,0,1,0,0,0,0,0,0,0,1994
3,1,4,0,2,7,4,1,1,26,1,0,0,1,0,10,400,4,0,0,1,2,1,0,0,0,0,0,1994
1,3,0,0,4,4,2,0,0,43,0,0,0,1,0,16,400,1,0,0,2,0,0,0,0,2,1,1,1994
4,1,3,0,3,5,4,0,0,51,0,1,1,1,0,2,400,3,0,0,3,2,0,0,0,0,0,0,1994
4,2,0,0,3,5,5,1,1,39,0,2,0,1,0,16,400,2,0,0,1,0,0,0,0,0,0,0,1994
4,7,0,0,1,11,4,0,1,22,0,0,0,1,0,10,400,1,0,0,0,2,0,0,1,1,0,0,1994
5,3,5,0,3,9,4,0,0,43,0,2,0,2,0,13,400,2,0,0,2,1,0,0,0,3,0,0,1994
5,3,3,0,4,6,1,1,0,31,0,0,0,1,0,15,400,4,0,0,0,2,0,0,0,2,0,0,1994
3,7,1,0,4,5,4,0,0,36,0,1,1,1,0,2,400,2,0,0,2,0,0,0,0,1,0,2,1994
2,2,4,0,3,5,3,0,0,55,0,0,0,2,0,9,400,4,0,0,0,1,0,0,1,1,0,0,1994
2,4,3,1,6,6,3,0,1,34,0,0,0,1,0,14,400,3,0,0,0,2,0,0,0,2,0,0,1994
4,7,0,0,3,1,2,0,0,35,0,0,0,1,0,15,500,1,0,0,0,2,0,0,0,1,2,0,1994
4,4,3,0,5,11,4,0,0,46,1,1,1,1,0,15,400,1,0,0,2,0,0,0,0,2,0,0,1994
4,2,5,0,5,4,4,0,0,62,0,2,0,2,1,10,400,4,0,0,0,1,0,0,0,0,0,0,1994
4,2,8,0,4,3,1,0,0,42,1,0,0,2,0,11,400,1,0,0,1,0,0,0,0,3,0,0,1994
4,2,2,0,3,3,1,0,0,40,0,2,0,5,1,7,400,1,0,0,0,0,0,0,0,0,0,0,1994
2,7,3,0,1,10,2,1,1,33,1,2,0,5,0,3,400,2,0,0,2,3,0,0,0,0,0,0,1994
3,1,2,0,1,9,3,0,0,44,0,0,0,2,0,8,400,3,0,0,0,0,0,0,0,0,0,0,1994
3,6,0,0,1,9,4,0,1,35,0,1,1,2,0,15,400,1,0,0,3,2,0,0,0,3,0,0,1994
1,1,1,0,3,9,2,0,0,57,0,1,1,2,0,14,400,2,0,0,2,1,0,0,0,0,0,0,1994
1,1,0,0,4,9,2,0,0,38,0,2,0,1,0,15,700,1,0,0,2,0,0,0,0,0,0,0,1994
4,5,3,0,3,8,5,0,0,30,0,4,2,5,0,10,400,4,0,0,0,2,0,0,0,1,0,0,1994
3,2,3,0,4,7,4,1,0,38,0,1,1,1,0,2,400,1,0,0,0,3,0,0,0,0,0,0,1994
3,5,0,0,2,7,3,0,0,54,0,1,1,1,0,1,400,3,0,0,3,1,0,0,0,0,1,1,1994
2,3,1,0,1,11,2,0,0,52,1,2,0,0,0,11,400,4,0,0,2,3,0,0,0,0,0,0,1994
1,2,1,0,4,8,1,1,1,26,0,0,0,1,0,15,400,1,0,0,1,3,0,0,0,0,0,0,1994
3,1,2,0,1,7,3,0,0,39,0,1,1,1,0,4,400,3,0,0,0,0,0,0,0,0,0,0,1994
3,3,4,0,2,6,3,0,0,69,0,0,0,2,0,2,400,2,0,0,1,1,0,0,0,2,0,0,1994
3,3,1,0,4,5,3,0,1,35,0,1,1,2,0,8,400,4,0,0,3,0,0,0,0,1,0,0,1994
2,5,4,0,5,5,2,0,0,47,0,1,1,5,0,14,400,2,0,0,3,1,0,0,0,0,0,0,1994
4,5,0,0,1,5,3,0,0,55,0,2,0,1,0,12,400,2,0,0,0,1,0,0,0,2,0,0,1994
4,6,3,0,1,3,4,0,0,26,0,1,1,1,0,10,400,2,0,0,2,0,0,0,0,1,0,0,1994
4,4,3,0,5,11,1,0,0,25,0,0,0,1,0,14,400,1,0,0,2,3,0,0,0,3,0,0,1994
4,4,4,0,1,11,2,0,0,30,0,0,0,1,0,1,400,3,0,0,0,2,0,0,0,0,0,0,1994
2,4,2,0,6,10,3,0,0,31,0,1,1,1,0,2,400,2,0,0,0,2,0,0,0,1,0,0,1994
2,1,0,0,4,10,4,0,0,28,0,1,1,2,0,15,400,1,0,0,0,2,0,0,0,0,0,0,1994
2,1,1,0,2,9,3,0,0,61,1,1,1,2,0,12,400,2,0,0,1,1,0,0,0,2,0,0,1994
4,4,9,0,6,9,2,0,0,63,1,2,0,2,0,15,400,4,0,0,0,0,0,0,0,0,0,0,1994
2,5,3,0,2,9,1,0,0,43,0,0,0,1,0,9,400,1,0,0,3,0,0,0,0,3,0,0,1994
2,2,1,0,3,6,3,1,0,37,0,1,1,5,0,7,400,3,0,0,1,0,0,0,0,0,0,0,1994
4,1,0,0,1,5,5,0,0,44,1,1,1,1,0,3,400,4,0,0,0,0,0,0,0,1,0,0,1994
3,4,4,0,4,5,3,0,0,49,0,1,1,1,0,1,400,2,0,0,0,0,0,0,0,2,0,0,1994
3,6,0,0,2,5,3,0,0,61,0,2,0,0,0,9,400,3,0,0,2,1,0,0,0,3,0,0,1994
1,5,0,0,1,5,2,1,1,34,1,2,0,1,0,14,400,4,0,0,1,2,0,0,0,0,0,0,1994
2,3,0,0,5,3,2,0,1,34,0,1,1,0,0,5,400,4,0,0,2,0,0,0,0,0,1,1,1994
1,2,0,0,5,4,4,1,0,43,0,0,0,1,0,1,400,1,0,0,0,0,0,0,0,3,0,0,1994
1,2,0,0,2,4,2,0,0,44,0,1,1,2,0,3,400,4,0,0,0,0,0,0,0,0,0,0,1994
5,5,0,0,1,1,1,1,1,21,0,0,0,1,0,10,400,4,0,0,3,3,0,0,0,1,0,0,1994
1,6,3,0,2,4,1,1,1,26,0,0,0,1,0,16,400,3,0,0,0,2,0,0,0,0,0,2,1994
4,5,4,0,2,1,1,1,0,45,0,0,0,1,0,12,400,3,0,0,0,0,0,0,0,2,0,0,1994
3,1,2,0,3,3,4,0,0,26,0,1,1,1,0,9,400,1,0,0,3,2,0,0,0,2,0,0,1994
4,4,0,0,1,4,3,0,0,32,0,2,0,1,1,15,400,3,0,0,1,0,0,0,0,0,0,0,1994
4,1,2,0,3,12,4,1,1,26,0,0,0,1,0,7,400,2,0,0,2,0,0,0,0,1,0,0,1994
4,2,1,0,2,12,4,0,0,62,0,0,0,2,0,5,400,1,0,0,1,1,0,0,0,3,0,0,1994
4,3,5,0,4,12,5,1,1,39,0,1,1,5,0,8,400,2,0,0,0,0,0,0,0,0,0,0,1994
4,1,3,0,5,12,5,0,1,21,0,1,1,1,0,10,400,1,0,0,0,3,0,0,0,1,0,0,1994
4,4,0,0,5,9,4,0,0,51,1,2,0,1,0,13,400,1,0,0,0,1,0,0,0,1,0,0,1994
4,6,3,0,5,5,4,0,0,64,0,1,1,2,0,5,400,4,0,0,3,1,1,0,0,1,0,0,1994
4,7,4,0,6,12,1,0,1,27,1,1,1,1,0,4,400,1,0,0,2,2,0,0,0,0,0,0,1994
4,4,0,0,1,8,5,1,1,45,0,1,1,1,0,1,400,4,0,0,3,0,0,0,0,1,0,0,1994
1,3,6,0,2,5,1,0,0,32,0,2,0,3,0,14,400,3,0,0,3,2,0,0,0,3,0,0,1994
2,7,4,0,4,1,2,1,1,27,0,1,1,3,0,14,400,2,0,0,3,0,0,0,0,1,0,0,1994
3,4,1,0,4,1,3,0,0,53,0,1,1,2,0,9,400,1,0,0,3,1,0,0,0,3,1,1,1994
4,6,2,0,1,1,4,1,0,44,0,1,1,2,0,7,400,3,0,0,3,0,0,0,0,1,0,0,1994
4,1,5,0,1,1,4,0,0,61,1,4,2,5,0,5,400,3,0,0,3,1,0,1,0,0,0,0,1994
4,3,1,0,4,5,2,1,1,34,0,1,1,1,0,9,400,2,0,0,0,2,0,0,0,0,0,0,1994
4,5,4,0,1,4,4,1,1,31,1,2,0,5,0,1,400,1,0,0,1,2,0,0,0,0,0,0,1994
4,6,1,0,2,5,1,0,1,25,0,1,1,1,0,10,400,4,0,0,3,3,0,0,0,2,0,0,1994
4,4,2,0,1,2,5,0,1,22,1,3,1,5,0,10,400,3,0,0,3,3,0,0,0,3,0,0,1994
3,3,3,0,5,5,3,1,0,42,0,1,1,5,0,10,400,1,0,0,2,2,0,0,0,1,0,0,1994
5,2,3,0,2,5,5,0,1,36,0,1,1,1,0,7,400,1,0,0,3,0,0,0,0,0,0,0,1994
2,4,1,0,4,8,2,0,0,28,0,0,0,5,0,10,400,1,0,0,2,0,0,0,0,0,0,0,1994
2,2,3,0,2,8,2,0,0,78,0,1,1,1,0,13,400,2,0,0,1,1,0,0,0,0,0,0,1994
3,6,9,0,5,10,4,1,0,37,0,1,1,1,0,14,400,2,0,0,2,0,0,0,0,1,0,0,1994
1,3,0,0,5,11,1,0,1,27,1,0,0,1,0,16,400,4,0,0,2,2,0,0,0,0,0,0,1994
5,5,2,0,4,11,1,0,1,24,1,0,0,1,0,12,400,2,0,0,2,3,0,0,0,1,3,0,1994
4,1,2,0,3,5,4,0,0,43,0,1,1,5,0,2,400,3,0,0,0,2,0,0,0,2,0,0,1994
3,6,1,0,1,5,4,0,1,33,1,2,0,1,0,10,400,3,0,0,1,2,0,0,0,0,0,0,1994
3,4,1,0,5,6,3,1,1,30,0,2,0,0,0,9,400,1,0,0,0,3,0,0,0,0,0,0,1994
1,5,6,0,1,11,1,0,0,43,0,4,2,5,0,2,400,4,0,0,0,0,0,0,0,1,0,0,1994
5,4,1,0,1,8,2,0,0,54,0,0,0,1,0,9,400,3,0,0,2,1,0,0,0,1,0,0,1994
3,4,1,0,5,7,3,0,0,37,0,0,0,2,0,4,400,4,0,0,2,0,0,0,0,1,0,0,1994
1,4,0,1,5,8,1,0,1,27,0,1,1,2,0,2,400,4,0,0,0,0,0,0,0,1,1,1,1994
3,2,0,0,2,11,4,0,1,18,0,0,0,1,0,12,400,4,0,0,3,4,0,0,0,1,0,0,1994
3,2,5,0,4,12,4,0,0,39,0,1,1,2,0,6,400,4,0,0,3,0,0,0,0,1,0,0,1994
4,5,0,0,4,3,2,0,0,66,0,0,0,1,1,6,400,2,0,0,2,0,0,0,0,1,0,2,1994
5,4,3,0,2,1,3,0,0,66,1,2,0,1,0,5,400,2,0,0,2,1,0,0,0,0,0,0,1994
3,2,2,0,3,12,4,0,0,44,1,0,0,5,0,9,400,2,0,0,0,2,0,0,0,0,0,0,1994
4,5,1,0,5,4,1,1,0,40,1,2,0,1,0,9,400,3,0,0,1,0,0,0,0,0,0,0,1994
4,5,0,0,1,5,5,0,0,51,1,0,0,1,0,6,400,2,0,0,1,3,0,0,0,0,0,0,1994
2,5,5,0,5,9,5,0,1,31,0,2,0,2,0,12,400,2,0,0,1,2,0,0,0,2,0,0,1994
4,5,3,0,5,2,4,0,0,26,1,1,1,5,0,4,400,4,0,0,0,0,0,0,0,0,0,0,1994
1,5,5,0,5,10,1,0,1,41,0,1,1,5,0,1,400,2,0,0,3,0,0,0,0,1,0,0,1994
1,2,3,0,2,10,1,0,1,40,0,0,0,1,0,15,400,3,0,0,3,2,0,0,0,3,0,0,1994
3,1,1,0,3,1,3,0,0,28,1,2,0,1,0,6,400,3,0,0,1,3,0,0,0,0,0,0,1994
1,6,3,1,1,9,3,0,0,47,0,1,1,1,0,9,400,4,0,0,0,2,1,1,0,1,0,0,1994
1,4,3,0,5,9,1,0,0,60,1,2,0,1,0,3,400,3,0,0,2,1,0,0,0,0,0,0,1994
2,4,2,0,3,10,1,0,0,46,1,3,1,5,0,14,400,3,0,0,1,1,0,0,0,0,0,0,1994
1,6,0,0,1,12,1,0,1,34,0,1,1,1,0,8,400,2,0,0,3,2,0,0,0,1,0,0,1994
3,1,3,0,1,10,1,0,1,24,1,1,1,2,0,5,400,3,0,0,3,3,0,0,0,2,0,0,1994
5,6,1,0,1,10,1,1,0,34,0,2,0,0,0,13,400,4,0,0,0,3,1,0,0,1,0,0,1994
4,4,0,1,5,12,4,0,0,43,1,1,1,5,0,7,400,4,0,0,2,0,1,0,0,1,0,0,1994
3,1,2,0,4,12,5,1,0,30,0,0,0,1,0,13,400,2,0,0,0,3,1,0,0,1,1,1,1994
4,5,0,0,3,4,2,0,1,45,1,1,1,1,0,1,400,4,0,0,0,3,0,0,0,0,0,0,1994
3,2,4,0,2,3,3,0,0,47,0,2,0,2,0,1,400,3,0,0,1,1,0,0,0,0,0,0,1994
3,1,1,0,3,4,3,0,0,59,1,0,0,1,0,6,400,2,0,0,1,2,0,0,0,0,0,0,1994
1,6,4,1,6,11,2,0,0,55,0,5,2,5,0,8,400,1,0,0,0,0,0,0,0,0,0,0,1994
2,2,4,0,3,7,2,0,0,52,0,1,1,1,0,5,400,1,0,0,1,1,0,0,0,1,0,0,1994
2,1,10,0,2,12,3,1,1,37,0,2,0,5,0,7,700,1,0,0,2,0,0,0,0,3,2,0,1994
1,4,4,0,1,10,2,0,0,37,0,0,0,1,0,4,400,1,0,0,1,3,0,0,0,2,0,0,1994
5,4,5,0,3,10,1,0,0,38,1,1,1,2,0,10,400,2,0,0,0,0,0,0,0,3,0,0,1994
4,2,3,0,1,10,1,0,1,27,1,2,0,5,0,3,400,4,0,0,2,4,0,0,0,0,0,0,1994
4,6,3,0,2,3,2,0,0,33,1,2,0,2,0,5,400,2,0,0,1,3,0,0,0,0,0,0,1994
1,2,1,0,3,12,4,1,1,32,0,2,0,0,0,12,400,3,0,0,1,2,0,0,0,0,0,0,1994
4,6,0,0,1,2,5,0,1,22,0,0,0,2,1,13,400,3,0,0,2,3,1,1,0,2,0,0,1994
2,3,3,0,5,12,2,0,0,65,0,0,0,2,0,7,400,4,0,0,0,0,0,0,0,2,0,0,1994
3,6,4,0,4,7,3,0,0,47,0,0,0,2,0,6,400,2,0,0,2,1,0,0,0,0,0,0,1994
1,1,0,0,2,10,1,0,0,45,0,0,0,1,0,7,400,1,0,0,0,2,0,0,0,0,0,0,1994
1,2,4,0,3,10,1,0,1,33,1,0,0,2,0,14,400,2,0,0,0,2,0,0,0,3,0,0,1994
3,6,1,0,1,5,5,1,1,53,0,1,1,1,0,11,400,2,0,0,3,0,0,0,0,1,0,0,1994
2,6,4,0,1,10,2,0,0,51,1,2,0,5,0,6,400,3,0,0,2,0,0,0,0,0,0,0,1994
1,4,6,0,5,10,2,0,0,55,1,0,0,5,0,5,400,4,0,0,0,1,0,0,0,1,0,0,1994
1,1,3,0,3,9,5,0,0,55,0,1,1,2,0,16,400,3,0,0,0,0,0,0,0,2,0,0,1994
4,3,1,0,3,5,4,1,1,26,0,1,1,1,0,3,400,2,0,0,0,2,0,0,0,0,1,1,1994
2,1,1,0,2,10,2,0,0,64,0,2,0,5,0,11,400,1,0,0,3,1,0,0,0,0,0,0,1994
4,6,2,0,2,3,1,0,1,22,0,3,1,5,1,7,400,4,2,1,1,3,0,0,0,0,0,0,1994
4,7,0,0,2,3,2,0,0,58,0,2,0,2,1,5,400,4,0,0,0,1,0,0,0,1,0,2,1994
5,5,2,0,5,9,5,1,1,28,0,1,1,1,0,9,400,2,0,0,2,3,0,0,0,2,0,0,1994
2,5,2,0,5,1,3,0,0,48,0,3,1,5,0,6,400,1,0,0,2,1,0,0,0,0,0,0,1994
